Assault,Asterix,BattleZone,BeamRider,Boxing,Breakout,CrazyClimber,DemonAttack,DoubleDunk,Enduro,FishingDerby,MsPacman,NameThisGame,Phoenix,Pong,Qbert,SpaceInvaders,Tutankham,VideoPinball
25935.88,299362.0,125640.0,63801.56,99.45,550.12,120004.0,134648.05,20.52,2344.39,48.77,8021.44,27433.4,173841.4,18.65,27817.5,16970.3,191.52,489030.73
28105.43,194170.0,127580.0,52691.84,99.61,558.2,128320.0,134726.55,21.24,2347.55,53.23,8910.34,26765.0,126766.6,18.65,26402.0,25895.95,189.72,499561.0
24434.54,210267.0,133000.0,47357.52,99.57,579.8,115450.0,135115.75,21.92,2338.36,53.16,7536.54,27394.5,202244.2,18.8,26072.25,35929.6,188.65,504971.29
26178.42,222395.0,113360.0,56391.6,99.54,490.02,116774.0,135344.7,21.64,2344.87,54.94,7873.34,27771.3,127220.7,18.37,29285.75,35080.3,170.25,513507.95
24639.63,380584.0,134230.0,49798.6,99.67,561.44,118598.0,134012.2,21.68,2340.65,53.2,7963.64,26604.9,144129.7,18.48,25427.5,38647.9,176.72,468692.28
26601.05,216147.0,113710.0,70484.24,99.25,593.28,122440.0,133272.65,21.56,2340.73,53.59,8391.54,27690.3,120172.9,18.38,27767.25,12190.05,186.61,514252.02
28376.41,289036.0,113430.0,54482.92,99.54,550.32,119892.0,133047.05,21.38,2326.08,51.2,6972.86,25942.3,144387.7,19.04,29084.5,42901.15,195.37,487117.59
27210.13,219482.0,115850.0,80237.04,99.72,628.8,121540.0,133660.5,21.16,2317.7,53.1,8399.32,27864.7,148335.5,18.34,25550.5,32598.8,191.66,477902.21
27043.0,209821.0,115670.0,64131.52,99.52,549.74,118790.0,134631.8,21.2,2343.36,52.24,8433.52,27473.0,155173.0,19.08,27089.5,36518.6,192.24,505275.68
27127.81,141280.0,123210.0,59388.4,99.66,546.8,118456.0,134969.95,20.7,2348.37,52.92,7326.36,26846.9,170345.4,18.49,29826.0,18882.25,190.42,528502.31
25912.75,283266.0,116660.0,73268.0,99.51,615.56,114798.0,134628.85,21.48,2341.95,53.35,8439.24,27945.2,125785.9,19.04,29024.25,41248.5,192.65,505163.56
23886.54,303868.0,124590.0,55020.28,99.51,506.2,123952.0,134872.85,21.3,2347.81,52.0,7437.92,26928.5,192462.1,18.74,27839.25,42987.85,196.48,504297.53
25761.8,195736.0,130880.0,61492.68,99.22,533.56,120962.0,134611.15,21.8,2347.57,52.68,8084.36,28038.4,190307.1,18.02,26047.25,38953.7,189.87,479043.12
25848.47,265234.0,129200.0,47040.04,99.42,596.54,126136.0,134884.5,21.0,2346.49,52.17,8110.0,27663.5,181328.0,18.8,26711.25,34092.75,192.1,482686.34
27515.14,182872.0,135230.0,58532.08,99.48,496.46,122332.0,134665.75,21.24,2349.45,53.34,9579.02,28170.7,191327.5,18.67,22437.75,18287.4,187.26,463868.83
24435.48,239166.0,144150.0,72010.28,99.67,511.9,123926.0,135144.9,21.34,2342.51,50.95,8605.64,27935.0,146066.0,18.54,29047.0,31302.8,167.81,480249.03
25984.78,182628.0,149850.0,76520.72,99.64,579.66,123074.0,110292.75,21.48,2346.92,53.25,7634.2,27768.4,140634.9,18.84,27472.75,21393.5,194.2,538584.25
24693.77,274010.0,134350.0,36852.52,99.5,526.42,121872.0,135292.7,21.72,2332.93,53.12,8257.6,28218.7,171751.2,19.02,28465.25,32842.65,194.25,519486.49
20669.69,205234.0,139160.0,72721.36,98.58,618.1,123888.0,134509.1,21.3,2350.06,51.52,8529.3,28073.5,109559.8,18.28,29208.5,31480.55,193.48,476757.17
22143.68,254096.0,126110.0,57059.52,99.54,555.86,119210.0,134687.7,21.72,2336.81,52.55,7639.94,27314.4,184490.6,18.78,26471.0,37319.6,193.73,494895.54
27308.4,299240.0,126080.0,48251.84,99.0,481.94,124496.0,104105.2,21.58,2347.35,54.04,8883.06,28201.0,133327.1,18.02,29455.5,45510.5,189.49,460159.89
25781.48,355710.0,131020.0,42758.48,98.43,575.96,119184.0,134782.2,21.8,2351.91,53.86,7604.04,27892.6,173490.6,18.55,27411.25,18496.55,184.49,452571.66
29848.97,220398.0,116740.0,45134.64,99.51,503.4,115300.0,134719.65,21.3,2343.09,54.24,7826.62,27768.5,218991.4,18.95,26422.75,34606.1,194.55,510180.81
27291.46,214732.0,136010.0,51415.48,99.3,580.28,122586.0,134822.9,21.5,2349.6,50.03,8599.7,27666.0,187882.5,18.76,27846.75,34110.55,192.66,525089.53
24942.18,162568.0,128810.0,61987.88,99.24,623.48,124546.0,134880.6,21.3,2348.87,51.1,7938.78,27262.6,173839.7,19.01,25534.0,23410.85,186.58,475193.82
22373.13,220639.0,140560.0,49207.96,99.69,549.04,118084.0,134956.8,21.36,2347.6,53.23,7997.8,28019.7,161802.0,18.89,27823.25,38372.0,197.0,533592.85
24167.89,191894.0,128330.0,59889.6,99.53,582.76,113078.0,135057.85,21.36,2333.8,53.71,9021.12,27895.7,224369.1,18.46,31183.0,37552.65,198.32,478746.59
25544.16,219162.0,121540.0,32029.8,98.94,606.18,128052.0,135227.45,21.3,2345.13,52.87,7249.7,27999.2,122629.3,18.87,29691.5,40493.05,190.01,437331.03
28692.77,430873.0,137280.0,55674.72,99.53,539.56,123272.0,134313.05,21.66,2320.71,53.83,8424.64,28497.5,166216.6,18.69,30850.75,31380.8,189.15,500062.13
24637.92,179373.0,150330.0,73446.12,99.46,510.44,120178.0,134351.3,21.26,2342.96,52.53,8502.5,28534.3,226172.0,18.84,29202.75,31597.25,194.23,490844.73
29040.51,181284.0,127500.0,72561.16,99.73,480.92,121156.0,134833.5,21.14,2346.58,51.71,9236.78,27982.8,202122.1,19.16,29068.0,29665.65,190.25,490653.44
24532.49,215022.0,153150.0,79433.08,99.54,512.32,129144.0,135013.55,21.4,2341.5,52.32,8496.92,28145.4,132599.9,19.22,27898.75,30929.3,190.86,491403.51
27600.52,208928.0,165880.0,54078.92,99.62,525.38,130328.0,134822.1,21.62,2342.45,53.45,7890.8,28473.6,238492.9,18.77,29165.25,33046.9,195.15,532191.21
32161.94,229840.0,146960.0,37908.2,99.61,600.42,129620.0,134217.45,20.9,2330.86,54.57,8045.42,27997.8,167753.8,19.09,26895.0,28208.15,187.93,495680.41
28964.5,201864.0,156150.0,62001.04,99.35,515.24,120054.0,134796.9,21.5,2326.27,54.14,7148.54,28369.9,168491.8,18.95,27083.5,32143.95,192.44,504484.94
26765.61,219646.0,148700.0,59528.6,99.2,566.36,121824.0,135220.85,21.36,2342.57,52.57,9144.08,28803.7,162442.9,18.83,30576.25,34195.65,203.75,490510.17
27475.68,225310.0,141870.0,86611.92,99.42,574.22,119120.0,134724.4,20.92,2337.06,52.24,8619.32,28428.3,196857.3,18.95,24966.5,37875.75,199.73,475573.67
23374.17,218810.0,151000.0,90101.84,99.48,536.98,122304.0,135377.95,21.66,2350.09,53.39,7271.98,28272.0,163753.4,19.06,28043.0,43266.0,190.27,489030.45
27389.29,326666.0,145060.0,66477.72,99.47,627.18,124326.0,134953.65,21.6,2351.07,53.06,7513.58,27232.4,171223.9,18.89,20981.75,31154.15,179.59,523107.08
24856.44,237424.0,135800.0,61026.44,99.47,603.44,116002.0,134775.65,21.64,2344.34,52.56,8062.98,27355.5,187888.2,18.8,28089.25,33454.5,191.52,462306.99
27537.8,249732.0,146840.0,35517.0,99.63,600.72,123928.0,134522.75,21.62,2340.43,53.12,8671.88,28490.4,262433.2,19.0,26335.0,43345.85,191.72,450710.52
28556.78,263588.0,139110.0,86386.44,99.8,565.16,118636.0,134000.4,21.86,2349.15,51.12,8734.14,27458.4,214570.8,19.11,27376.0,41857.9,185.61,480373.81
29512.13,262442.0,144000.0,66252.44,99.64,571.86,124102.0,134535.2,21.6,2352.31,54.2,8794.24,29171.1,168946.4,19.0,29076.75,29462.15,195.02,395160.7
26865.84,320790.0,144490.0,78683.6,99.46,576.42,125260.0,134920.1,21.55,2336.72,54.19,8873.06,29464.4,171426.2,18.98,29240.0,31774.5,199.08,488773.86
25791.17,279460.0,140500.0,43968.92,99.57,643.66,118962.0,135246.6,21.69,2339.35,51.18,7127.54,29036.2,190518.5,18.91,26836.0,42419.35,199.75,496272.8
26639.02,314360.0,150490.0,52656.2,99.55,533.62,121384.0,134218.85,21.67,2336.77,54.56,8035.2,26564.6,165145.9,18.84,27793.25,30810.05,197.25,502004.9
22494.24,244770.0,131050.0,50584.32,99.49,617.22,120280.0,135161.75,21.69,2347.97,53.49,8788.96,28510.1,122916.8,19.09,27245.25,36065.05,199.29,479212.5
31195.11,311380.0,138210.0,66373.64,99.29,491.32,126536.0,134587.6,21.69,2325.25,54.68,9532.76,28954.8,227563.2,18.81,23957.5,19259.65,193.95,467977.46
26139.18,362230.0,145550.0,85198.52,99.72,544.78,130802.0,134631.05,21.56,2340.65,54.69,8759.5,28526.4,128532.5,19.2,27967.0,32524.35,193.02,512109.52
27875.66,317140.0,132230.0,75654.6,99.79,625.66,120334.0,135287.3,21.64,2340.28,53.95,8891.54,28931.4,125452.2,18.77,28704.5,29098.15,193.85,462108.24
